,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
729,Duke,44,Indiana,41,0
730,Marshall,16,Connecticut,10,0
731,Washington St,20,Miami FL,14,0
732,Minnesota,21,C Michigan,14,0
733,Navy,44,Pittsburgh,28,1
734,California,55,Air Force,36,0
735,Baylor,49,North Carolina,38,0
736,LSU,56,Texas Tech,27,0
737,Nevada,28,Colorado St,23,0
738,Mississippi St,51,NC State,28,0
739,Auburn,31,Memphis,10,0
740,Wisconsin,23,USC,21,0
741,Louisville,27,Texas A&M,21,0
742,Houston,38,Florida St,24,0
743,Alabama,38,Michigan St,0,0
744,Clemson,37,Oklahoma,17,0
745,Ohio St,44,Notre Dame,28,0
746,Tennessee,45,Northwestern,6,0
747,Michigan,41,Florida,7,0
748,Stanford,45,Iowa,16,0
749,Mississippi,48,Oklahoma St,20,0
750,TCU,47,Oregon,41,0
751,Arizona St,42,West Virginia,43,1
752,Arkansas,45,Kansas St,23,0
753,Georgia,24,Penn St,17,0
754,Alabama,45,Clemson,40,0
