Home Team,Home Score,Away Team,Away Score,HomeAway Bool
USC,45,Notre Dame,27,1
Oregon St,34,Oregon,24,1
Fresno St,14,San Jose St,16,1
Hawaii,46,Massachusetts,40,1
San Diego St,31,Colorado St,63,1
W Michigan,29,Ohio,23,0
Washington,41,Colorado,10,0
Ga Southern,28,Troy,24,1
West Virginia,24,Baylor,21,1
ULM,3,Louisiana,30,1
South Alabama,35,New Mexico St,28,1
TCU,6,Kansas St,30,1
Texas St,14,Arkansas St,36,1
Oklahoma,38,Oklahoma St,20,1
Idaho,37,Georgia St,12,1
Navy,10,Temple,34,1
WKU,58,Louisiana Tech,44,1
Alabama,54,Florida,16,0
Clemson,42,Virginia Tech,35,0
Penn St,38,Wisconsin,31,0
Wyoming,24,San Diego St,27,1
Army,21,Navy,17,0
New Mexico,23,UT San Antonio,20,1
San Diego St,34,Houston,10,0
UCF,13,Arkansas St,31,1
Appalachian St,31,Toledo,28,0
Southern Miss,28,Louisiana,21,0
Tulsa,55,C Michigan,10,0
WKU,51,Memphis,31,0
BYU,24,Wyoming,21,0
Idaho,61,Colorado St,50,1
Old Dominion,24,E Michigan,20,0
Louisiana Tech,48,Navy,45,0
Troy,28,Ohio,23,0
Hawaii,52,MTSU,35,1
Mississippi St,17,Miami OH,16,0
Boston College,36,Maryland,30,0
NC State,41,Vanderbilt,17,0
Army,38,North Texas,31,0
Wake Forest,34,Temple,26,0
Minnesota,17,Washington St,12,0
Baylor,31,Boise St,12,0
Northwestern,31,Pittsburgh,24,0
Miami FL,31,West Virginia,14,0
Utah,26,Indiana,24,0
Texas A&M,28,Kansas St,33,1
South Florida,46,South Carolina,39,0
Virginia Tech,35,Arkansas,24,0
Oklahoma St,38,Colorado,8,0
Georgia,31,TCU,23,0
Stanford,25,North Carolina,23,0
Tennessee,38,Nebraska,24,1
Air Force,45,South Alabama,21,0
Florida St,33,Michigan,32,0
Georgia Tech,33,Kentucky,18,0
LSU,29,Louisville,9,0
Alabama,24,Washington,7,0
Clemson,31,Ohio St,0,0
Wisconsin,24,W Michigan,16,0
Florida,30,Iowa,3,0
USC,52,Penn St,49,1
Oklahoma,35,Auburn,19,0
Clemson,35,Alabama,31,0
