,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
730,FL Atlantic,50,Akron,3,1
731,Louisiana Tech,51,SMU,10,0
732,Temple,28,Florida Intl,3,0
733,Ohio,41,UAB,6,0
734,Wyoming,37,C Michigan,14,0
735,South Florida,38,Texas Tech,34,0
736,Army,42,San Diego St,35,0
737,Appalachian St,34,Toledo,0,0
738,Fresno St,33,Houston,27,0
739,Utah,30,West Virginia,14,0
740,Duke,36,N Illinois,14,0
741,Kansas St,35,UCLA,17,0
742,Florida St,42,Southern Miss,13,0
743,Iowa,27,Boston College,20,0
744,Purdue,38,Arizona,35,0
745,Texas,33,Missouri,16,0
746,Navy,49,Virginia,7,1
747,Oklahoma St,30,Virginia Tech,21,0
748,TCU,39,Stanford,37,0
749,Michigan St,42,Washington St,17,0
750,Wake Forest,55,Texas A&M,52,0
751,NC State,52,Arizona St,31,0
752,Northwestern,24,Kentucky,23,0
753,New Mexico St,26,Utah St,20,0
754,Ohio St,24,USC,7,0
755,Mississippi St,31,Louisville,27,0
756,Memphis,20,Iowa St,21,1
757,Penn St,35,Washington,28,0
758,Miami FL,24,Wisconsin,34,1
759,South Carolina,26,Michigan,19,0
760,UCF,34,Auburn,27,0
761,Notre Dame,21,LSU,17,0
762,Georgia,54,Oklahoma,48,0
763,Alabama,24,Clemson,6,0
764,Alabama,26,Georgia,23,0
