Home Team,Home Score,Away Team,Away Score,HomeAway Bool
Tennessee,53,Vanderbilt,28,1
Idaho,38,Texas St,31,1
Bowling Green,34,N Illinois,14,0
Ga Southern,7,Georgia St,34,1
Louisiana,17,Troy,41,1
Kansas St,24,West Virginia,23,1
Arkansas St,55,Texas St,17,1
Baylor,17,Texas,23,1
ULM,42,New Mexico St,35,1
South Alabama,27,Appalachian St,34,1
Alabama,29,Florida,15,0
Stanford,41,USC,22,0
Michigan St,16,Iowa,13,0
Clemson,45,North Carolina,37,0
Houston,24,Temple,13,1
WKU,45,Southern Miss,28,1
San Diego St,27,Air Force,24,1
Navy,21,Army,17,0
Appalachian St,31,Ohio,29,0
San Jose St,27,Georgia St,16,0
Utah,35,BYU,28,0
New Mexico,37,Arizona,45,1
Louisiana Tech,47,Arkansas St,28,0
WKU,45,South Florida,35,0
Akron,23,Utah St,21,0
Toledo,32,Temple,17,0
Ga Southern,58,Bowling Green,27,0
Boise St,55,N Illinois,7,0
W Michigan,45,MTSU,31,0
San Diego St,42,Cincinnati,7,0
Nebraska,37,UCLA,29,0
Washington,44,Southern Miss,31,0
Virginia Tech,55,Tulsa,52,0
Duke,44,Indiana,41,0
Marshall,16,Connecticut,10,0
Washington St,20,Miami FL,14,0
Minnesota,21,C Michigan,14,0
Navy,44,Pittsburgh,28,1
California,55,Air Force,36,0
Baylor,49,North Carolina,38,0
LSU,56,Texas Tech,27,0
Nevada,28,Colorado St,23,0
Mississippi St,51,NC State,28,0
Auburn,31,Memphis,10,0
Wisconsin,23,USC,21,0
Louisville,27,Texas A&M,21,0
Houston,38,Florida St,24,0
Alabama,38,Michigan St,0,0
Clemson,37,Oklahoma,17,0
Ohio St,44,Notre Dame,28,0
Tennessee,45,Northwestern,6,0
Michigan,41,Florida,7,0
Stanford,45,Iowa,16,0
Mississippi,48,Oklahoma St,20,0
TCU,47,Oregon,41,0
Arizona St,42,West Virginia,43,1
Arkansas,45,Kansas St,23,0
Georgia,24,Penn St,17,0
Alabama,45,Clemson,40,0
