Home Team,Home Score,Away Team,Away Score,HomeAway Bool
Wisconsin,15,Minnesota,37,1
MTSU,27,UAB,3,1
Tulane,29,Navy,28,1
North Carolina,28,NC State,34,1
UNLV,34,Nevada,29,1
New Mexico,3,Wyoming,31,1
UT San Antonio,21,North Texas,24,1
TCU,31,Oklahoma St,24,1
Rice,27,Old Dominion,13,1
Tulsa,27,SMU,24,1
UTEP,7,Southern Miss,39,1
UCLA,42,Stanford,49,1
Florida St,14,Florida,41,1
Iowa St,42,Kansas St,38,1
Liberty,28,New Mexico St,21,1
ULM,28,Louisiana,31,1
USC,17,Notre Dame,24,1
Utah,35,BYU,27,1
Vanderbilt,38,Tennessee,13,1
N Illinois,30,Buffalo,29,0
Washington,10,Utah,3,0
California,13,Stanford,23,1
Liberty,52,Norfolk St,17,1
NC State,58,East Carolina,3,1
South Carolina,28,Akron,3,1
Alabama,35,Georgia,28,0
Iowa St,27,Drake,24,1
Virginia Tech,41,Marshall,20,1
Clemson,42,Pittsburgh,10,0
Appalachian St,30,Louisiana,19,1
Boise St,16,Fresno St,19,1
UCF,56,Memphis,41,1
Oklahoma,39,Texas,27,0
MTSU,25,UAB,27,1
Ohio St,45,Northwestern,24,0
Army,17,Navy,10,0
Tulane,41,Louisiana,24,0
Utah St,52,North Texas,13,0
Fresno St,31,Arizona St,20,0
Ga Southern,23,E Michigan,21,0
Appalachian St,45,MTSU,13,0
UAB,37,N Illinois,13,0
Ohio,27,San Diego St,0,0
South Florida,20,Marshall,38,1
Florida Intl,35,Toledo,32,0
BYU,49,W Michigan,18,0
Wake Forest,37,Memphis,34,0
Army,70,Houston,14,0
Troy,42,Buffalo,32,0
Hawaii,14,Louisiana Tech,31,1
Minnesota,34,Georgia Tech,10,0
TCU,10,California,7,0
Duke,56,Temple,27,0
Wisconsin,35,Miami FL,3,0
Baylor,45,Vanderbilt,38,0
Auburn,63,Purdue,14,0
Syracuse,34,West Virginia,18,0
Washington St,28,Iowa St,26,0
Virginia,28,South Carolina,0,0
Florida,41,Michigan,15,0
Nevada,16,Arkansas St,13,0
Clemson,30,Notre Dame,3,0
Alabama,45,Oklahoma,34,0
Cincinnati,35,Virginia Tech,31,0
Stanford,14,Pittsburgh,13,0
Oregon,7,Michigan St,6,0
Oklahoma St,38,Missouri,33,0
Northwestern,31,Utah,20,0
Texas A&M,52,NC State,13,0
Iowa,27,Mississippi St,22,0
LSU,40,UCF,32,0
Kentucky,27,Penn St,24,0
Ohio St,28,Washington,23,0
Texas,28,Georgia,21,0
Clemson,44,Alabama,16,0
