,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
729,MTSU,25,UAB,27,1
730,Ohio St,45,Northwestern,24,0
731,Army,17,Navy,10,0
732,Tulane,41,Louisiana,24,0
733,Utah St,52,North Texas,13,0
734,Fresno St,31,Arizona St,20,0
735,Ga Southern,23,E Michigan,21,0
736,Appalachian St,45,MTSU,13,0
737,UAB,37,N Illinois,13,0
738,Ohio,27,San Diego St,0,0
739,South Florida,20,Marshall,38,1
740,Florida Intl,35,Toledo,32,0
741,BYU,49,W Michigan,18,0
742,Wake Forest,37,Memphis,34,0
743,Army,70,Houston,14,0
744,Troy,42,Buffalo,32,0
745,Hawaii,14,Louisiana Tech,31,1
746,Minnesota,34,Georgia Tech,10,0
747,TCU,10,California,7,0
748,Duke,56,Temple,27,0
749,Wisconsin,35,Miami FL,3,0
750,Baylor,45,Vanderbilt,38,0
751,Auburn,63,Purdue,14,0
752,Syracuse,34,West Virginia,18,0
753,Washington St,28,Iowa St,26,0
754,Virginia,28,South Carolina,0,0
755,Florida,41,Michigan,15,0
756,Nevada,16,Arkansas St,13,0
757,Clemson,30,Notre Dame,3,0
758,Alabama,45,Oklahoma,34,0
759,Cincinnati,35,Virginia Tech,31,0
760,Stanford,14,Pittsburgh,13,0
761,Oregon,7,Michigan St,6,0
762,Oklahoma St,38,Missouri,33,0
763,Northwestern,31,Utah,20,0
764,Texas A&M,52,NC State,13,0
765,Iowa,27,Mississippi St,22,0
766,LSU,40,UCF,32,0
767,Kentucky,27,Penn St,24,0
768,Ohio St,28,Washington,23,0
769,Texas,28,Georgia,21,0
770,Clemson,44,Alabama,16,0
