,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
728,Northwestern,31,Pittsburgh,24,0
729,Miami FL,31,West Virginia,14,0
730,Utah,26,Indiana,24,0
731,Texas A&M,28,Kansas St,33,1
732,South Florida,46,South Carolina,39,0
733,Virginia Tech,35,Arkansas,24,0
734,Oklahoma St,38,Colorado,8,0
735,Georgia,31,TCU,23,0
736,Stanford,25,North Carolina,23,0
737,Tennessee,38,Nebraska,24,1
738,Air Force,45,South Alabama,21,0
739,Florida St,33,Michigan,32,0
740,Georgia Tech,33,Kentucky,18,0
741,LSU,29,Louisville,9,0
742,Alabama,24,Washington,7,0
743,Clemson,31,Ohio St,0,0
744,Wisconsin,24,W Michigan,16,0
745,Florida,30,Iowa,3,0
746,USC,52,Penn St,49,1
747,Oklahoma,35,Auburn,19,0
748,Clemson,35,Alabama,31,0
